id,State (group),Charge (group),file matches parameter,Region,Charge/Gender,Country,File,File by parameter,State,Title 1,Year,Year1,All state count,Count,Per state count,state %,FromYear
158,GA,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,1494,1494,0.059505317,2021
159,WI,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,53,53,0.008537371,2021
160,PW,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,0,0,0.0,2021
161,IN,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,11,11,0.012429379,2021
162,AZ,Age Based,True,West,Age,US,State Receipts,State Receipts,AZ,EEOC Charge Receipts by State,FY 2021 Age,1/1/2021,12962,323,323,0.024918994,2021
163,OK,Race,True,South,Race,US,State Receipts,State Receipts,OK,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,172,172,0.008232422,2021
164,RI,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,27,27,0.000786805,2021
165,LA,Sex,True,South,Sex,US,State Receipts,State Receipts,LA,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,292,292,0.015570012,2021
166,WV,Race,True,South,Race,US,State Receipts,State Receipts,WV,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,33,33,0.001579476,2021
167,NM,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,192,192,0.005595058,2021
168,WV,Sex,True,South,Sex,US,State Receipts,State Receipts,WV,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,34,34,0.001812947,2021
169,WI,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,44,44,0.012524907,2021
170,ME,Sex,True,Northeast,Sex,US,State Receipts,State Receipts,ME,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,11,11,0.000586542,2021
171,NM,Disability Based,True,West,Disability,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,137,137,0.005993787,2021
172,MS,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,MS,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,12,12,0.013559322,2021
173,PA,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2021 Age,1/1/2021,12962,917,917,0.070745255,2021
174,MP,EPA,True,Territories/Armed Forces,Equal Pay Act,US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,0,0,0.0,2021
175,MD,Disability Based,True,South,Disability,US,State Receipts,State Receipts,MD,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,579,579,0.025331408,2021
176,TX,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,832,832,0.134020619,2021
177,OK,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,OK,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,6,6,0.006779661,2021
178,VI,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,VI,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,2,2,9.572584119e-05,2021
179,CT,GINA,True,Northeast,GINA,US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,0,0,0.0,2021
180,PA,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,2276,2276,0.066324746,2021
181,DE,Disability Based,True,Northeast,Disability,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,100,100,0.004375027,2021
182,ME,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,ME,EEOC Charge Receipts by State,FY 2021 Age,1/1/2021,12962,10,10,0.000771486,2021
183,NH,EPA,True,Northeast,Equal Pay Act,US,State Receipts,State Receipts,NH,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,1,1,0.001129944,2021
184,AS,Sex,True,Territories/Armed Forces,Sex,US,State Receipts,State Receipts,AS,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,0,0,0.0,2021
185,TX,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,3768,3768,0.109803007,2021
186,AR,GINA,True,South,GINA,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,1,1,0.004132231,2021
187,AZ,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,AZ,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,525,525,0.020910503,2021
188,OR,Religion,True,West,Religion,US,State Receipts,State Receipts,OR,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,15,15,0.00711575,2021
189,TX,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,2782,2782,0.110805751,2021
190,DE,Color Based,True,Northeast,Color,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,15,15,0.004269855,2021
191,AS,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,AS,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,0,0,0.0,2021
192,SD,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,54,54,0.00157361,2021
193,TX,Religion,True,South,Religion,US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,201,201,0.095351044,2021
194,NE,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,NE,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,6,6,0.024793388,2021
195,FM,National Origin Based,True,Territories/Armed Forces,National Origin,US,State Receipts,State Receipts,FM,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,0,0,0.0,2021
196,MH,Age Based,True,Territories/Armed Forces,Age,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2021 Age,1/1/2021,12962,0,0,0.0,2021
197,OH,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,OH,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,83,83,0.02362653,2021
198,GA,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,2091,2091,0.060933675,2021
199,SC,Race,True,South,Race,US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,402,402,0.019240894,2021
200,PR,National Origin Based,True,Territories/Armed Forces,National Origin,US,State Receipts,State Receipts,PR,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,7,7,0.001127577,2021
201,AP,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,1,1,4.78629206e-05,2021
202,MA,Color Based,True,Northeast,Color,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,29,29,0.008255053,2021
203,PW,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,0,0,0.0,2021
204,MT,Race,True,West,Race,US,State Receipts,State Receipts,MT,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,9,9,0.000430766,2021
205,NH,Sex,True,Northeast,Sex,US,State Receipts,State Receipts,NH,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,15,15,0.000799829,2021
206,PA,Race,True,Northeast,Race,US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,1187,1187,0.056813287,2021
207,WV,Age Based,True,South,Age,US,State Receipts,State Receipts,WV,EEOC Charge Receipts by State,FY 2021 Age,1/1/2021,12962,30,30,0.002314458,2021
208,AP,National Origin Based,True,Territories/Armed Forces,National Origin,US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,0,0,0.0,2021
209,ID,GINA,True,West,GINA,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,0,0,0.0,2021
210,TN,Religion,True,South,Religion,US,State Receipts,State Receipts,TN,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,69,69,0.032732448,2021
211,AR,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,12,12,0.013559322,2021
212,MD,Religion,True,South,Religion,US,State Receipts,State Receipts,MD,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,87,87,0.041271347,2021
213,RI,Sex,True,Northeast,Sex,US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,14,14,0.000746507,2021
214,AP,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,1,1,3.982952961e-05,2021
215,FL,Disability Based,True,South,Disability,US,State Receipts,State Receipts,FL,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,1986,1986,0.086888043,2021
216,MH,Sex,True,Territories/Armed Forces,Sex,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,0,0,0.0,2021
217,GA,Disability Based,True,South,Disability,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,1202,1202,0.052587829,2021
218,WA,Race,True,West,Race,US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,308,308,0.01474178,2021
219,WY,Religion,True,West,Religion,US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,2,2,0.000948767,2021
220,NE,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,NE,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,56,56,0.001631892,2021
221,MP,TVII Retaliation,True,Territories/Armed Forces,Retaliation (TVII),US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,4,4,0.000159318,2021
222,SD,Religion,True,Midwest,Religion,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,0,0,0.0,2021
223,NY,EPA,True,Northeast,Equal Pay Act,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,48,48,0.054237288,2021
224,WQ,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,WQ,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,0,0,0.0,2021
225,AP,Retaliation,True,Territories/Armed Forces,Retaliation (All Statutes),US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,2,2,5.828185103e-05,2021
226,KS,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,368,368,0.010723861,2021
227,CT,National Origin Based,True,Northeast,National Origin,US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,33,33,0.005315722,2021
228,AP,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,1,1,4.375027344e-05,2021
229,WY,Race,True,West,Race,US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,9,9,0.000430766,2021
230,MH,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,0,0,0.0,2021
231,NY,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,1497,1497,0.043623965,2021
232,CT,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,81,81,0.003226192,2021
233,PW,Sex,True,Territories/Armed Forces,Sex,US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,0,0,0.0,2021
234,MT,GINA,True,West,GINA,US,State Receipts,State Receipts,MT,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,1,1,0.004132231,2021
235,CA,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,78,78,0.088135593,2021
236,AL,Disability Based,True,South,Disability,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,422,422,0.018462615,2021
237,SC,GINA,True,South,GINA,US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,2,2,0.008264463,2021
238,NC,Religion,True,South,Religion,US,State Receipts,State Receipts,NC,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,97,97,0.04601518,2021
239,IL,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,15,15,0.061983471,2021
240,GU,Color Based,True,Territories/Armed Forces,Color,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,0,0,0.0,2021
241,DE,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,11,11,0.005218216,2021
242,MP,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,2,2,0.000948767,2021
243,LA,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,LA,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,411,411,0.016369937,2021
244,NV,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,106,106,0.017074742,2021
245,NC,GINA,True,South,GINA,US,State Receipts,State Receipts,NC,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,9,9,0.037190083,2021
246,NV,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,537,537,0.015648677,2021
247,MN,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,319,319,0.013956337,2021
248,DE,Race,True,Northeast,Race,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,88,88,0.004211937,2021
249,NC,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,NC,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,1601,1601,0.046654622,2021
250,HI,Color Based,True,West,Color,US,State Receipts,State Receipts,HI,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,12,12,0.003415884,2021
251,SD,Race,True,Midwest,Race,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,16,16,0.000765807,2021
252,NV,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,376,376,0.014975903,2021
253,CA,Color Based,True,West,Color,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,272,272,0.077426701,2021
254,FL,GINA,True,South,GINA,US,State Receipts,State Receipts,FL,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,14,14,0.05785124,2021
255,KY,GINA,True,South,GINA,US,State Receipts,State Receipts,KY,EEOC Charge Receipts by State,FY 2021 GINA,1/1/2021,242,2,2,0.008264463,2021
256,OR,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,OR,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,30,30,0.004832474,2021
257,NM,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,131,131,0.005217668,2021
258,WA,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,544,544,0.015852663,2021
259,AP,Age Based,True,Territories/Armed Forces,Age,US,State Receipts,State Receipts,Armed Forces Pacific,EEOC Charge Receipts by State,FY 2021 Age,1/1/2021,12962,1,1,7.714858818e-05,2021
260,VA,Religion,True,South,Religion,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,69,69,0.032732448,2021
261,MN,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,439,439,0.012792866,2021
262,TX,Color Based,True,South,Color,US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,432,432,0.122971819,2021
263,AK,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,AK,EEOC Charge Receipts by State,FY 2021 National Origin,1/1/2021,6208,5,5,0.000805412,2021
264,MH,Color Based,True,Territories/Armed Forces,Color,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2021 Color,1/1/2021,3513,0,0,0.0,2021
265,AR,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2021 Retaliation All Statutes,1/1/2021,34316,444,444,0.012938571,2021
266,MD,Sex,True,South,Sex,US,State Receipts,State Receipts,MD,EEOC Charge Receipts by State,FY 2021 Sex,1/1/2021,18754,539,539,0.028740535,2021
267,VA,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,43,43,0.048587571,2021
268,AR,Race,True,South,Race,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2021 Race,1/1/2021,20893,472,472,0.022591299,2021
269,NV,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2021 EPA,1/1/2021,885,9,9,0.010169492,2021
270,NJ,Disability Based,True,Northeast,Disability,US,State Receipts,State Receipts,NJ,EEOC Charge Receipts by State,FY 2021 Disability,1/1/2021,22857,397,397,0.017368859,2021
271,IN,Religion,True,Midwest,Religion,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2021 Religion,1/1/2021,2108,34,34,0.016129032,2021
272,SC,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2021 TVII Retaliation  Statutes,1/1/2021,25107,426,426,0.01696738,2021
